Date	Int Betten gesamt	Int Betten belegt	Prozent Int Betten belegt	Int COVID-19 Patienten	Prozent Int COVID-19 Patienten
2020-04-22	1043	536	51.4		
2020-04-23	1037	545	52.6		
2020-04-24	1082	568	52.5	28	2.6
2020-04-25	1082	568	52.5	28	2.6
2020-04-26	1054	523	49.6		
2020-04-27	1091	553	50.7	25	2.3
2020-04-28	1091	554	50.8	25	2.3
2020-04-29	1120	585	52.2	24	2.1
2020-04-30	1082	567	52.4	21	1.9
2020-05-01	1091	559	51.2	19	1.7
2020-05-02	1097	539	49.1	18	1.6
2020-05-03	1074	517	48.1	19	1.8
2020-05-04	1077	553	51.3	19	1.8
2020-05-05	1136	583	51.3	18	1.6
2020-05-06	1144	589	51.5	19	1.7
2020-05-07	1145	611	53.4	17	1.5
2020-05-08	1141	592	51.9	14	1.2
2020-05-09	1155	589	51.0	12	1.0
2020-05-10	1147	584	50.9	12	1.0
2020-05-11	1141	557	48.8	13	1.1
2020-05-12	1141	571	50.0	11	1.0
2020-05-13	1153	600	52.0	10	0.9
2020-05-14	1152	581	50.4	8	0.7
2020-05-15	1148	584	50.9	9	0.8
2020-05-16	1151	603	52.4	10	0.9
2020-05-17	1141	578	50.7	10	0.9
2020-05-18	1133	545	48.1	9	0.8
2020-05-19	1145	552	48.2	9	0.8
2020-05-20	1162	593	51.0	9	0.8
2020-05-21	1156	585	50.6	9	0.8
2020-05-22	1152	591	51.3	10	0.9
2020-05-23	1160	583	50.3	11	0.9
2020-05-24	1142	575	50.4	10	0.9
2020-05-25	1121	581	51.8	11	1.0
2020-05-26	1126	584	51.9	12	1.1
2020-05-27	1155	616	53.3	9	0.8
2020-05-28	1152	603	52.3	8	0.7
2020-05-29	1153	601	52.1	7	0.6
2020-05-30	1146	584	51.0	7	0.6
2020-05-31	1144	574	50.2	7	0.6
2020-06-01	1152	559	48.5	6	0.5
2020-06-02	1153	553	48.0	6	0.5
2020-06-03	1149	572	49.8	5	0.4
2020-06-04	1155	606	52.5	5	0.4
2020-06-05	1158	624	53.9	6	0.5
2020-06-06	1149	598	52.0	4	0.3
2020-06-07	1149	598	52.0	4	0.3
2020-06-08	1155	567	49.1	5	0.4
2020-06-09	1146	575	50.2	3	0.3
2020-06-11	1153	602	52.2	2	0.2
2020-06-12	1153	602	52.2	2	0.2
2020-06-13	1150	609	53.0	2	0.2
2020-06-14	1144	603	52.7	2	0.2
2020-06-15	1130	595	52.7	2	0.2
2020-06-16	1148	613	53.4	2	0.2
2020-06-17	1150	626	54.4	1	0.1
2020-06-18	1149	629	54.7	1	0.1
2020-06-19	1151	625	54.3	1	0.1
2020-06-20	1152	624	54.2	1	0.1
2020-06-21	1139	595	52.2	1	0.1
2020-06-22	1118	571	51.1	1	0.1
2020-06-23	1152	609	52.9	0	0.0
2020-06-24	1152	625	54.3	0	0.0
2020-06-25	1147	621	54.1	0	0.0
2020-06-26	1158	609	52.6	0	0.0
2020-06-27	1154	612	53.0	0	0.0
2020-06-28	1151	614	53.3	0	0.0
2020-06-29	1143	620	54.2	0	0.0
2020-06-30	1151	618	53.7	0	0.0
2020-07-01	1152	638	55.4	1	0.1
2020-07-02	1152	634	55.0	1	0.1
2020-07-03	1150	621	54.0	1	0.1
2020-07-04	941	526	55.9	1	0.1
2020-07-05	1147	605	52.7	0	0.0
2020-07-06	1145	574	50.1	0	0.0
2020-07-07	1168	602	51.5	0	0.0
2020-07-08	1158	610	52.7	0	0.0
2020-07-09	1157	598	51.7	0	0.0
2020-07-10	1155	619	53.6	0	0.0
2020-07-11	1144	623	54.5	0	0.0
2020-07-12	1141	589	51.6	0	0.0
2020-07-13	1059	532	50.2	0	0.0
2020-07-14	1138	570	50.1	0	0.0
2020-07-15	1146	616	53.8	1	0.1
2020-07-16	1146	622	54.3	0	0.0
2020-07-17	1142	598	52.4	0	0.0
2020-07-18	1134	591	52.1	1	0.1
2020-07-19	1135	590	52.0	1	0.1
2020-07-20	1137	573	50.4	1	0.1
2020-07-21	1141	586	51.4	2	0.2
2020-07-22	1145	599	52.3	2	0.2
2020-07-23	1139	565	49.6	2	0.2
2020-07-24	1141	594	52.1	2	0.2
2020-07-25	1142	598	52.4	4	0.4
2020-07-26	1137	576	50.7	4	0.4
2020-07-27	1141	531	46.5	5	0.4
2020-07-28	1126	547	48.6	5	0.4
2020-07-29	1092	553	50.6	7	0.6
2020-07-30	1147	618	53.9	9	0.8
2020-07-31	1147	610	53.2	7	0.6
2020-08-01	1148	620	54.0	6	0.5
2020-08-02	1144	585	51.1	5	0.4
2020-08-03	1143	582	50.9	5	0.4
2020-08-04	1129	596	52.8	6	0.5
2020-08-05	1129	596	52.8	6	0.5
