Date	Int Betten gesamt	Int Betten belegt	Prozent Int Betten belegt	Int COVID-19 Patienten	Prozent Int COVID-19 Patienten
2020-04-22	2625	1489	56.7		
2020-04-23	2766	1612	58.3		
2020-04-24	2856	1576	55.2	163	5.7
2020-04-25	2858	1566	54.8	163	5.7
2020-04-26	2785	1448	52.0		
2020-04-27	2754	1497	54.4	159	5.8
2020-04-28	2754	1496	54.3	159	5.8
2020-04-29	2817	1612	57.2	147	5.2
2020-04-30	2816	1602	56.9	147	5.2
2020-05-01	2831	1584	56.0	136	4.8
2020-05-02	2828	1586	56.1	127	4.5
2020-05-03	2767	1460	52.8	124	4.5
2020-05-04	2794	1464	52.4	124	4.4
2020-05-05	2805	1580	56.3	109	3.9
2020-05-06	2808	1592	56.7	103	3.7
2020-05-07	2766	1567	56.7	110	4.0
2020-05-08	2881	1606	55.7	119	4.1
2020-05-09	2827	1511	53.4	101	3.6
2020-05-10	2828	1474	52.1	99	3.5
2020-05-11	2768	1452	52.5	99	3.6
2020-05-12	2803	1503	53.6	98	3.5
2020-05-13	2851	1588	55.7	95	3.3
2020-05-14	2905	1635	56.3	87	3.0
2020-05-15	2900	1621	55.9	75	2.6
2020-05-16	2909	1629	56.0	68	2.3
2020-05-17	2876	1640	57.0	73	2.5
2020-05-18	2845	1585	55.7	64	2.2
2020-05-19	2805	1535	54.7	60	2.1
2020-05-20	2810	1606	57.2	54	1.9
2020-05-21	2804	1567	55.9	54	1.9
2020-05-22	2775	1581	57.0	55	2.0
2020-05-23	2787	1588	57.0	63	2.3
2020-05-24	2801	1594	56.9	58	2.1
2020-05-25	2772	1511	54.5	47	1.7
2020-05-26	2764	1542	55.8	43	1.6
2020-05-27	2786	1650	59.2	43	1.5
2020-05-28	2782	1618	58.2	41	1.5
2020-05-29	2818	1633	57.9	36	1.3
2020-05-30	2842	1659	58.4	45	1.6
2020-05-31	2818	1636	58.1	43	1.5
2020-06-01	2787	1572	56.4	40	1.4
2020-06-02	2778	1569	56.5	43	1.5
2020-06-03	2807	1590	56.6	43	1.5
2020-06-04	2803	1648	58.8	43	1.5
2020-06-05	2822	1694	60.0	37	1.3
2020-06-06	2819	1676	59.5	43	1.5
2020-06-07	2815	1667	59.2	43	1.5
2020-06-08	2632	1526	58.0	45	1.7
2020-06-09	2809	1608	57.2	43	1.5
2020-06-11	2820	1708	60.6	42	1.5
2020-06-12	2820	1708	60.6	42	1.5
2020-06-13	2789	1700	61.0	31	1.1
2020-06-14	2787	1634	58.6	34	1.2
2020-06-15	2751	1575	57.3	31	1.1
2020-06-16	2856	1598	56.0	32	1.1
2020-06-17	2794	1672	59.8	36	1.3
2020-06-18	2802	1685	60.1	36	1.3
2020-06-19	2811	1690	60.1	36	1.3
2020-06-20	2784	1700	61.1	32	1.1
2020-06-21	2770	1657	59.8	32	1.2
2020-06-22	2767	1631	58.9	27	1.0
2020-06-23	2788	1611	57.8	27	1.0
2020-06-24	2810	1679	59.8	26	0.9
2020-06-25	2809	1680	59.8	24	0.9
2020-06-26	2772	1675	60.4	25	0.9
2020-06-27	2768	1673	60.4	27	1.0
2020-06-28	2793	1671	59.8	20	0.7
2020-06-29	2764	1606	58.1	20	0.7
2020-06-30	2786	1652	59.3	21	0.8
2020-07-01	2799	1714	61.2	17	0.6
2020-07-02	2798	1702	60.8	19	0.7
2020-07-03	2791	1747	62.6	15	0.5
2020-07-04	2793	1731	62.0	17	0.6
2020-07-05	2804	1656	59.1	20	0.7
2020-07-06	2746	1594	58.0	17	0.6
2020-07-07	2804	1626	58.0	18	0.6
2020-07-08	2800	1699	60.7	21	0.8
2020-07-09	2794	1737	62.2	18	0.6
2020-07-10	2796	1711	61.2	17	0.6
2020-07-11	2719	1668	61.3	17	0.6
2020-07-12	2807	1660	59.1	15	0.5
2020-07-13	2720	1602	58.9	16	0.6
2020-07-14	2799	1667	59.6	21	0.8
2020-07-15	2815	1745	62.0	16	0.6
2020-07-16	2814	1749	62.2	16	0.6
2020-07-17	2767	1717	62.1	16	0.6
2020-07-18	2776	1704	61.4	16	0.6
2020-07-19	2757	1677	60.8	18	0.7
2020-07-20	2678	1600	59.7	14	0.5
2020-07-21	2759	1625	58.9	14	0.5
2020-07-22	2750	1673	60.8	20	0.7
2020-07-23	2766	1691	61.1	20	0.7
2020-07-24	2807	1714	61.1	17	0.6
2020-07-25	2864	1736	60.6	16	0.6
2020-07-26	2843	1705	60.0	18	0.6
2020-07-27	2760	1614	58.5	21	0.8
2020-07-28	2852	1688	59.2	15	0.5
2020-07-29	2882	1730	60.0	17	0.6
2020-07-30	2872	1745	60.8	17	0.6
2020-07-31	2875	1709	59.4	15	0.5
2020-08-01	2916	1725	59.2	23	0.8
2020-08-02	2899	1732	59.7	20	0.7
2020-08-03	2772	1589	57.3	18	0.6
2020-08-04	2851	1667	58.5	17	0.6
2020-08-05	2836	1662	58.6	17	0.6
