Date	Int Betten gesamt	Int Betten belegt	Prozent Int Betten belegt	Int COVID-19 Patienten	Prozent Int COVID-19 Patienten
2020-04-22	1381	976	70.7		
2020-04-23	1497	1009	67.4		
2020-04-24	1503	1061	70.6	143	9.5
2020-04-25	1484	1044	70.4	144	9.7
2020-04-26	1483	994	67.0		
2020-04-27	1486	1017	68.4	138	9.3
2020-04-28	1531	1043	68.1	139	9.1
2020-04-29	1508	1045	69.3	139	9.2
2020-04-30	1524	1065	69.9	128	8.4
2020-05-01	1529	1075	70.3	125	8.2
2020-05-02	1535	1077	70.2	122	7.9
2020-05-03	1511	1050	69.5	124	8.2
2020-05-04	1508	1033	68.5	125	8.3
2020-05-05	1517	1084	71.5	119	7.8
2020-05-06	1541	1099	71.3	119	7.7
2020-05-07	1527	1100	72.0	120	7.9
2020-05-08	1526	1108	72.6	129	8.5
2020-05-09	1515	1078	71.2	110	7.3
2020-05-10	1525	1064	69.8	109	7.1
2020-05-11	1506	1067	70.8	103	6.8
2020-05-12	1622	1178	72.6	103	6.4
2020-05-13	1631	1106	67.8	100	6.1
2020-05-14	1553	1128	72.6	95	6.1
2020-05-15	1548	1102	71.2	87	5.6
2020-05-16	1544	1103	71.4	79	5.1
2020-05-17	1497	1055	70.5	74	4.9
2020-05-18	1490	1031	69.2	72	4.8
2020-05-19	1507	1030	68.3	71	4.7
2020-05-20	1506	1109	73.6	65	4.3
2020-05-21	1533	1114	72.7	63	4.1
2020-05-22	1531	1076	70.3	61	4.0
2020-05-23	1522	1051	69.1	61	4.0
2020-05-24	1528	1067	69.8	62	4.1
2020-05-25	1525	1073	70.4	60	3.9
2020-05-26	1510	1055	69.9	63	4.2
2020-05-27	1491	1088	73.0	49	3.3
2020-05-28	1494	1091	73.0	50	3.3
2020-05-29	1470	1085	73.8	57	3.9
2020-05-30	1456	1083	74.4	57	3.9
2020-05-31	1479	1084	73.3	60	4.1
2020-06-01	1445	1055	73.0	55	3.8
2020-06-02	1439	1058	73.5	57	4.0
2020-06-03	1457	1065	73.1	60	4.1
2020-06-04	1451	1110	76.5	64	4.4
2020-06-05	1451	1114	76.8	67	4.6
2020-06-06	1431	1106	77.3	62	4.3
2020-06-07	1429	1093	76.5	59	4.1
2020-06-08	1424	1041	73.1	60	4.2
2020-06-09	1433	1069	74.6	56	3.9
2020-06-11	1454	1113	76.5	52	3.6
2020-06-12	1454	1113	76.5	52	3.6
2020-06-13	1457	1095	75.2	46	3.2
2020-06-14	1415	1029	72.7	62	4.4
2020-06-15	1433	1042	72.7	44	3.1
2020-06-16	1451	1053	72.6	46	3.2
2020-06-17	1451	1093	75.3	46	3.2
2020-06-18	1458	1122	77.0	47	3.2
2020-06-19	1445	1096	75.8	48	3.3
2020-06-20	1413	1062	75.2	46	3.3
2020-06-21	1384	1067	77.1	46	3.3
2020-06-22	1345	1005	74.7	45	3.3
2020-06-23	1438	1077	74.9	46	3.2
2020-06-24	1445	1072	74.2	38	2.6
2020-06-25	1441	1078	74.8	32	2.2
2020-06-26	1441	1099	76.3	33	2.3
2020-06-27	1441	1082	75.1	36	2.5
2020-06-28	1400	1072	76.6	33	2.4
2020-06-29	1450	1061	73.2	32	2.2
2020-06-30	1409	1037	73.6	34	2.4
2020-07-01	1425	1068	74.9	37	2.6
2020-07-02	1421	1081	76.1	38	2.7
2020-07-03	1429	1079	75.5	31	2.2
2020-07-04	1431	1073	75.0	35	2.4
2020-07-05	1433	1079	75.3	33	2.3
2020-07-06	1375	1007	73.2	29	2.1
2020-07-07	1425	1051	73.8	40	2.8
2020-07-08	1463	1098	75.1	35	2.4
2020-07-09	1455	1095	75.3	33	2.3
2020-07-10	1441	1101	76.4	36	2.5
2020-07-11	1444	1088	75.3	31	2.1
2020-07-12	1435	1087	75.7	27	1.9
2020-07-13	1367	995	72.8	25	1.8
2020-07-14	1431	1041	72.7	21	1.5
2020-07-15	1450	1091	75.2	21	1.4
2020-07-16	1456	1107	76.0	22	1.5
2020-07-17	1452	1096	75.5	23	1.6
2020-07-18	1447	1088	75.2	21	1.5
2020-07-19	1400	1036	74.0	19	1.4
2020-07-20	1236	921	74.5	10	0.8
2020-07-21	1415	1055	74.6	19	1.3
2020-07-22	1414	1052	74.4	20	1.4
2020-07-23	1430	1091	76.3	18	1.3
2020-07-24	1407	1048	74.5	22	1.6
2020-07-25	1395	1050	75.3	18	1.3
2020-07-26	1389	1024	73.7	18	1.3
2020-07-27	1363	1005	73.7	19	1.4
2020-07-28	1396	1033	74.0	18	1.3
2020-07-29	1396	1042	74.6	18	1.3
2020-07-30	1410	1068	75.7	16	1.1
2020-07-31	1398	1057	75.6	18	1.3
2020-08-01	1403	1068	76.1	16	1.1
2020-08-02	1397	1067	76.4	18	1.3
2020-08-03	1374	1008	73.4	19	1.4
2020-08-04	1366	989	72.4	21	1.5
2020-08-05	1291	949	73.5	21	1.6
