Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-12-03	6	2	33.3	1	16.7	1	100.0
2020-05-27	6	3	50.0	0	0.0	0	0
2020-09-27	6	1	16.7	0	0.0	0	0
2020-07-22	6	3	50.0	0	0.0	0	0
2020-10-06	6	1	16.7	0	0.0	0	0
2020-10-12	6	1	16.7	0	0.0	0	0
2020-10-13	6	1	16.7	0	0.0	0	0
2020-10-07	6	1	16.7	0	0.0	0	0
2020-07-23	6	2	33.3	0	0.0	0	0
2020-09-26	6	2	33.3	0	0.0	0	0
2020-05-26	6	2	33.3	0	0.0	0	0
2020-12-16	4	2	50.0	1	25.0	1	100.0
2020-12-02	6	2	33.3	1	16.7	1	100.0
2020-12-14	4	2	50.0	1	25.0	1	100.0
2020-05-18	8	3	37.5	0	0.0	0	0
2020-05-30	1	1	100.0	0	0.0	0	0
2020-05-24	6	1	16.7	0	0.0	0	0
2020-09-24	6	2	33.3	0	0.0	0	0
2020-07-09	6	3	50.0	0	0.0	0	0
2020-09-30	6	3	50.0	0	0.0	0	0
2020-09-18	6	0	0.0	0	0.0	0	0
2020-07-21	6	4	66.7	0	0.0	0	0
2020-10-11	6	1	16.7	0	0.0	0	0
2020-10-05	6	4	66.7	0	0.0	0	0
2020-10-04	6	2	33.3	0	0.0	0	0
2020-10-10	6	1	16.7	0	0.0	0	0
2020-07-20	6	4	66.7	0	0.0	0	0
2020-09-19	6	0	0.0	0	0.0	0	0
2020-07-08	6	3	50.0	0	0.0	0	0
2020-09-25	6	1	16.7	0	0.0	0	0
2020-05-25	6	0	0.0	0	0.0	0	0
2020-05-31	1	1	100.0	0	0.0	0	0
2020-05-19	6	3	50.0	0	0.0	0	0
2020-12-01	6	1	16.7	1	16.7	1	100.0
2020-12-15	4	2	50.0	1	25.0	1	100.0
2020-12-11	4	1	25.0	0	0.0	0	0
2020-12-05	6	2	33.3	2	33.3	1	50.0
2020-05-21	0	0		0		0	0
2020-05-09	6	2	33.3	0	0.0	0	0
2020-07-30	6	0	0.0	0	0.0	0	0
2020-09-09	6	1	16.7	0	0.0	0	0
2020-07-24	6	3	50.0	0	0.0	0	0
2020-09-21	6	2	33.3	0	0.0	0	0
2020-07-18	6	4	66.7	0	0.0	0	0
2020-10-28	6	1	16.7	0	0.0	0	0
2020-10-14	6	3	50.0	1	16.7	0	0.0
2020-10-01	6	1	16.7	0	0.0	0	0
2020-10-15	6	2	33.3	0	0.0	0	0
2020-10-29	6	3	50.0	0	0.0	0	0
2020-07-19	6	6	100.0	0	0.0	0	0
2020-09-20	6	2	33.3	0	0.0	0	0
2020-07-25	6	3	50.0	0	0.0	0	0
2020-09-08	6	0	0.0	0	0.0	0	0
2020-07-31	6	1	16.7	0	0.0	0	0
2020-05-08	6	2	33.3	0	0.0	0	0
2020-05-20	7	1	14.3	0	0.0	0	0
2020-12-04	6	1	16.7	1	16.7	1	100.0
2020-12-10	4	2	50.0	0	0.0	0	0
2020-12-06	6	2	33.3	1	16.7	0	0.0
2020-12-12	4	2	50.0	0	0.0	0	0
2020-05-22	0	0		0		0	0
2020-07-27	6	1	16.7	0	0.0	0	0
2020-09-22	6	2	33.3	0	0.0	0	0
2020-10-03	6	1	16.7	0	0.0	0	0
2020-10-17	6	1	16.7	0	0.0	0	0
2020-10-16	6	2	33.3	0	0.0	0	0
2020-10-02	6	3	50.0	0	0.0	0	0
2020-09-23	6	1	16.7	0	0.0	0	0
2020-07-26	6	1	16.7	0	0.0	0	0
2020-05-23	6	1	16.7	0	0.0	0	0
2020-12-13	4	2	50.0	1	25.0	1	100.0
2020-12-07	6	1	16.7	1	16.7	0	0.0
2020-06-15	0	0		0		0	0
2020-06-01	6	2	33.3	0	0.0	0	0
2020-06-29	6	2	33.3	0	0.0	0	0
2020-08-04	6	2	33.3	0	0.0	0	0
2020-08-10	6	0	0.0	0	0.0	0	0
2020-11-19	6	2	33.3	1	16.7	0	0.0
2020-11-25	6	2	33.3	2	33.3	2	100.0
2020-11-24	6	2	33.3	2	33.3	2	100.0
2020-11-30	6	1	16.7	1	16.7	1	100.0
2020-11-18	6	2	33.3	1	16.7	0	0.0
2020-08-11	6	0	0.0	0	0.0	0	0
2020-08-05	6	1	16.7	0	0.0	0	0
2020-06-28	6	1	16.7	0	0.0	0	0
2020-06-14	0	0		0		0	0
2020-06-02	6	3	50.0	0	0.0	0	0
2020-06-16	0	0		0		0	0
2020-08-13	6	0	0.0	0	0.0	0	0
2020-08-07	6	2	33.3	0	0.0	0	0
2020-11-26	6	2	33.3	1	16.7	1	100.0
2020-11-27	6	3	50.0	1	16.7	1	100.0
2020-08-06	6	1	16.7	0	0.0	0	0
2020-08-12	6	1	16.7	0	0.0	0	0
2020-06-17	0	0		0		0	0
2020-06-03	6	4	66.7	0	0.0	0	0
2020-08-16	6	2	33.3	0	0.0	0	0
2020-08-02	6	2	33.3	0	0.0	0	0
2020-06-07	0	0		0		0	0
2020-06-13	0	0		0		0	0
2020-11-23	6	2	33.3	2	33.3	2	100.0
2020-11-22	6	2	33.3	1	16.7	0	0.0
2020-06-12	0	0		0		0	0
2020-06-06	0	0		0		0	0
2020-08-03	6	2	33.3	0	0.0	0	0
2020-08-17	6	2	33.3	0	0.0	0	0
2020-08-01	6	1	16.7	0	0.0	0	0
2020-08-15	6	2	33.3	0	0.0	0	0
2020-06-10	0	0		0		0	0
2020-06-04	6	4	66.7	0	0.0	0	0
2020-08-29	6	1	16.7	0	0.0	0	0
2020-11-20	6	2	33.3	1	16.7	0	0.0
