Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	123	71	57.7	4	3.3	4	100.0
2020-04-25	119	66	55.5	4	3.4	3	75.0
2020-04-26	118	49	41.5	4	3.4	2	50.0
2020-04-27	123	63	51.2	3	2.4	1	33.3
2020-04-28	123	70	56.9	2	1.6	2	100.0
2020-04-29	123	67	54.5	1	0.8	1	100.0
2020-04-30	123	68	55.3	1	0.8	1	100.0
2020-05-01	123	79	64.2	1	0.8	1	100.0
2020-05-02	123	75	61.0	1	0.8	1	100.0
2020-05-03	123	70	56.9	1	0.8	1	100.0
2020-05-04	123	63	51.2	1	0.8	0	0.0
2020-05-05	123	69	56.1	3	2.4	1	33.3
2020-05-06	115	78	67.8	3	2.6	1	33.3
2020-05-07	116	68	58.6	3	2.6	1	33.3
2020-05-08	115	74	64.3	2	1.7	1	50.0
2020-05-09	115	74	64.3	2	1.7	1	50.0
2020-05-10	115	68	59.1	2	1.7	1	50.0
2020-05-11	115	66	57.4	2	1.7	1	50.0
2020-05-12	110	66	60.0	2	1.8	1	50.0
2020-05-13	115	78	67.8	2	1.7	0	0.0
2020-05-14	115	76	66.1	2	1.7	0	0.0
2020-05-15	115	73	63.5	1	0.9	0	0.0
2020-05-16	116	80	69.0	2	1.7	0	0.0
2020-05-17	116	77	66.4	1	0.9	0	0.0
2020-05-18	126	84	66.7	1	0.8	0	0.0
2020-05-19	115	66	57.4	0	0.0	0	0
2020-05-20	115	80	69.6	0	0.0	0	0
2020-05-21	114	78	68.4	0	0.0	0	0
2020-05-22	115	72	62.6	0	0.0	0	0
2020-05-23	115	70	60.9	0	0.0	0	0
2020-05-24	117	73	62.4	0	0.0	0	0
2020-05-25	117	77	65.8	0	0.0	0	0
2020-05-26	115	75	65.2	0	0.0	0	0
2020-05-27	115	69	60.0	0	0.0	0	0
2020-05-28	112	72	64.3	0	0.0	0	0
2020-05-29	115	62	53.9	0	0.0	0	0
2020-05-30	115	75	65.2	0	0.0	0	0
2020-05-31	115	67	58.3	0	0.0	0	0
2020-06-01	115	69	60.0	0	0.0	0	0
2020-06-02	115	59	51.3	0	0.0	0	0
2020-06-03	115	66	57.4	0	0.0	0	0
2020-06-04	114	64	56.1	0	0.0	0	0
2020-06-05	119	65	54.6	0	0.0	0	0
2020-06-06	115	61	53.0	0	0.0	0	0
2020-06-07	113	58	51.3	0	0.0	0	0
2020-06-08	115	55	47.8	0	0.0	0	0
2020-06-09	115	63	54.8	0	0.0	0	0
2020-06-10	115	64	55.7	0	0.0	0	0
2020-06-11	115	71	61.7	0	0.0	0	0
2020-06-12	115	54	47.0	0	0.0	0	0
2020-06-13	116	58	50.0	0	0.0	0	0
2020-06-14	115	59	51.3	0	0.0	0	0
2020-06-15	115	55	47.8	0	0.0	0	0
2020-06-16	115	70	60.9	0	0.0	0	0
2020-06-17	118	74	62.7	0	0.0	0	0
2020-06-18	119	75	63.0	0	0.0	0	0
2020-06-19	119	78	65.5	0	0.0	0	0
2020-06-20	115	65	56.5	0	0.0	0	0
2020-06-21	115	62	53.9	0	0.0	0	0
2020-06-22	115	68	59.1	0	0.0	0	0
2020-06-23	115	74	64.3	0	0.0	0	0
2020-06-24	115	68	59.1	0	0.0	0	0
2020-06-25	115	73	63.5	0	0.0	0	0
2020-06-26	115	74	64.3	0	0.0	0	0
2020-06-27	116	72	62.1	0	0.0	0	0
2020-06-28	115	66	57.4	0	0.0	0	0
2020-06-29	115	59	51.3	0	0.0	0	0
2020-06-30	115	67	58.3	1	0.9	0	0.0
2020-07-01	115	71	61.7	1	0.9	0	0.0
2020-07-02	115	71	61.7	1	0.9	0	0.0
2020-07-03	115	72	62.6	1	0.9	0	0.0
2020-07-04	118	71	60.2	1	0.8	0	0.0
2020-07-05	118	57	48.3	1	0.8	0	0.0
2020-07-06	115	61	53.0	1	0.9	0	0.0
2020-07-07	115	71	61.7	0	0.0	0	0
2020-07-08	115	75	65.2	0	0.0	0	0
2020-07-09	114	75	65.8	0	0.0	0	0
2020-07-10	115	83	72.2	0	0.0	0	0
2020-07-11	111	81	73.0	0	0.0	0	0
2020-07-12	101	63	62.4	0	0.0	0	0
2020-07-13	109	65	59.6	0	0.0	0	0
2020-07-14	115	75	65.2	0	0.0	0	0
2020-07-15	115	81	70.4	0	0.0	0	0
2020-07-16	115	86	74.8	0	0.0	0	0
2020-07-17	110	82	74.5	0	0.0	0	0
2020-07-18	116	83	71.6	0	0.0	0	0
2020-07-19	110	75	68.2	0	0.0	0	0
2020-07-20	115	84	73.0	0	0.0	0	0
2020-07-21	114	81	71.1	0	0.0	0	0
2020-07-22	114	77	67.5	0	0.0	0	0
2020-07-23	115	83	72.2	0	0.0	0	0
2020-07-24	114	71	62.3	0	0.0	0	0
2020-07-25	115	75	65.2	0	0.0	0	0
2020-07-26	141	88	62.4	0	0.0	0	0
2020-07-27	138	88	63.8	1	0.7	0	0.0
2020-07-28	127	83	65.4	1	0.8	0	0.0
2020-07-29	127	90	70.9	1	0.8	0	0.0
2020-07-30	127	85	66.9	1	0.8	0	0.0
2020-07-31	127	91	71.7	1	0.8	0	0.0
2020-08-01	109	69	63.3	1	0.9	0	0.0
2020-08-02	116	62	53.4	1	0.9	0	0.0
2020-08-03	127	77	60.6	1	0.8	0	0.0
2020-08-04	121	75	62.0	1	0.8	1	100.0
